,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
111,FvD,2023,2023-02-15,🥇 Wauw! De nieuwe titel van @USER ‘De Gideonsbende’ is in de eerste week al #HASHTAG bestseller. Waanzinnig om te zien dat het unieke verhaal van #HASHTAG zó veel losmaakt. Bestel je eigen exemplaar vandaag nog via (LINK) (LINK),yes,opposition,right,conservative
112,GroenLinks,2022,2022-03-14,"PARTY verandert Nederland! ❤️💚De Weesperstraat in hartje Amsterdam is door het voortrazende verkeer nu nog een van de meest vervuilde en ongezonde plekken van de stad.Wij willen dat veranderen naar een groene straat, met veel meer ruimte voor fietsers en voetgangers. 😍 (LINK)",no,opposition,left,progressive
113,D66,2022,2022-07-21,"@USER @USER Momenteel worden mbo-studenten nog niet overal gelijkwaardig behandeld. Hier willen wij juist verandering inbrengen, o.a. door de voorstellen die de minister noemt! ^Kim",no,coalition,middle,progressive
114,SP,2023,2023-02-22,Het signaal is duidelijk: deze pensioenwet moet van tafel! We accepteren geen onzeker casinopensioen. Stop deze foute wet van de coalitiepartijen en PARTY/PARTY en doe met ons mee via (LINK) En stem 15 maart PARTY! Omdat het anders moet. (LINK),yes,opposition,left,progressive
115,PVV,2023,2023-03-14,"60% van de huishoudens heeft financiële problemen. De boodschappen worden duurder en duurder. En ondertussen wordt het kabinet geadviseerd vlees en zuivel nog duurder te maken vanwege klimaatdoelstellingen. Stop die waanzin, #HASHTAG en #HASHTAG (LINK)",yes,opposition,right,conservative
116,ChristenUnie,2023,2023-03-14,"Mensen hebben alleen iets aan een partij die in Den Haag én in de provincies opkomt voor kwetsbaren, gezinnen, een schepping die zucht en – zowaar – daar iedere dag ook echt dingen voor fixt. @USER 'Zorgen voor mensen in de knel, dat is mijn inzet.' #HASHTAG (LINK)",no,opposition,left,middle
117,GroenLinks,2023,2023-01-22,"""Boeren zitten al jaren in onzekerheid over stikstof. De natuur en de woningbouw zijn in slechte staat. Het kabinet doet te weinig. Hoe kan het dan dat Schiphol uit zichzelf stikstofrechten gaat kopen, ondanks een oproep van de Kamer om dat te voorkomen?""- @USER #HASHTAG",no,opposition,left,progressive
118,PVV,2022,2022-12-17,"Ze scholden hem eerst uit voor ‘zemmer’, Marokkaanse straattaal voor homo. Daarna sloegen ze het homoseksuele slachtoffer met zijn vijven in elkaar. Smerig tuig van de richel. #HASHTAG",yes,opposition,right,conservative
119,PVV,2023,2023-03-01,Schandalig. Het barst van de PARTY-stemmers bij de FNV. Die stemmen al lang geen PARTY meer namelijk. Mijn advies: lidmaatschap FNV opzeggen! (LINK),yes,opposition,right,conservative
120,SP,2022,2022-10-11,Kijktip! 📺PARTY-Fractievoorzitter @USER is bij @USER over waarom het nationaliseren van onze energie nodig is.Kijk mee vanaf 19:30 via @USER (LINK),yes,opposition,left,progressive
121,PVV,2022,2022-11-29,Geweldig!!! 👍,yes,opposition,right,conservative
122,SP,2022,2022-06-23,Wij steunen het stikstofbeleid niet. De banken hebben de afgelopen decennia goed verdiend aan de boeren. Daarom stellen wij voor om de banken mee te laten betalen aan het oplossen van deze crisis.Bekijk hier onze oplossingen voor het stikstofprobleem.👇(LINK) (LINK),yes,opposition,left,progressive
123,GroenLinks,2023,2023-02-04,"Dit is onze definitieve kandidatenlijst voor de Eerste Kamer, zojuist vastgesteld door het #HASHTAG ❤️💚 (LINK)",no,opposition,left,progressive
124,SP,2022,2022-01-18,Wat de PARTY met de zorg doet is asociaal.👇#HASHTAG (LINK),yes,opposition,left,progressive
125,PVV,2023,2023-02-20,Kaag suggereerde bij @USER dat ik de bedreigingen en beveiliging aan mezelf te danken heb omdat ik zou “radicaliseren en demoniseren”.  Ik heb een aantal fatwa’s gekregen en 1000 doodsbedreigingen per jaar en ik zou radicaliseren? Wat een intens slecht mens is het toch.,yes,opposition,right,conservative
126,PVV,2022,2022-05-17,"Gesprek met Rutte en Kaag gehad. Heb vriendelijk aangegeven dat ze van een andere planeet komen. Zij willen warmtepomp, wij willen koopkracht herstel. Zij willen meer immigratie, wij de grenzen dicht. En natuurlijk willen wij nieuwe verkiezingen. (LINK)",yes,opposition,right,conservative
127,GroenLinks,2022,2022-03-14,Je kan vandaag nog tot 16.00u stemmen op @USER van @USER voor de verkiezing van Beste Raadslid van Nederland!(En natuurlijk als inwoner van Eindhoven komende dagen in het stemlokaal 🗳️)(LINK),no,opposition,left,progressive
128,PVV,2023,2023-02-19,Allemaal blanke mensen bij PARTY in de zaal en op straat. Bij de PARTY kennen we geen racisme. (LINK),yes,opposition,right,conservative
129,FvD,2022,2022-10-14,"Onze voedselvoorziening staat ernstig onder druk als gevolg van het stikstofbeleid. Het meest zorgwekkende is dat beleidsmakers zich hier totaal niet van bewust zijn. @USER trekt aan de bel, maar stuit op een stomverbaasde Remkes. #HASHTAG (LINK)",yes,opposition,right,conservative
130,PVV,2022,2022-01-28,Door mensen als Soumaya Sahla heb ik levenslang. Ik zit opgesloten en zij loopt vrij rond. #HASHTAG #HASHTAG (LINK) (LINK),yes,opposition,right,conservative
131,CDA,2023,2023-02-04,"""Niet de harde economie, maar de zachte waarheden van de samenleving stellen we centraal.Welzijn moet de drijfveer zijn van toekomstig beleid.Minder ik, meer wij."" @USER plan #HASHTAG 👉 (LINK) (LINK)",no,coalition,middle,conservative
132,ChristenUnie,2022,2022-11-02,Vandaag is een dag van dankbaarheid. Wat maakt jou dankbaar als je terugdenkt aan het afgelopen jaar? 🙏 #HASHTAG (LINK),no,opposition,left,middle
133,FvD,2022,2022-12-15,📈 Wauw! Gisteren mochten we honderden nieuwe leden verwelkomen. Word ook nog vóór 1 januari lid van Forum voor Democratie - de enige partij die weerstand biedt aan het globalisme en onze soevereiniteit weer terug wil leggen bij het volk.  Ga naar (LINK) #HASHTAG (LINK),yes,opposition,right,conservative
134,SP,2023,2023-02-26,"Ben je ons al tegengekomen? PARTY'ers in het hele land waren in het weekend actief om te praten over de rekening, de situatie in Groningen en het verlies van vertrouwen in de overheid. Vertel ons hoe het anders moet ✊. (LINK)",yes,opposition,left,progressive
135,GroenLinks,2022,2022-01-26,"🎧 Luistertip: de nieuwe podcast van @USER In ‘besturen met Idealen’ spreekt @USER met PARTY-bestuurders: Hoe maken zij idealen waar in de praktijk?Nu: Aflevering 1 met @USER over kunst, cultuur en digitalisering:(LINK) (LINK)",no,opposition,left,progressive
136,GroenLinks,2022,2022-01-20,@USER @USER @USER Oeps foutje. Wij waren mede-indiener van deze motie en hebben de motie dus ook gesteund. (LINK),no,opposition,left,progressive
137,PVV,2022,2022-03-03,"Kamerdebat aangemeld. Ruzie in coalitie. Het beste is als ze opstappen. Doen ze dat niet dan moet die €60 miljard voor stikstof en klimaat worden geschrapt en worden besteed aan oa herstel koopkracht (lagere energierekening), sterkere Defensie en betere zorg. #HASHTAG #HASHTAG",yes,opposition,right,conservative
138,FvD,2022,2022-04-07,"Het onderzoek naar de #HASHTAG wordt gedaan door Deloitte, in opdracht van VWS. Daardoor heeft de Kamer er geen controle over. Een #HASHTAG om het onderzoek te laten doen door de Algemene Rekenkamer, waardoor de Kamer wél controle zou hebben werd weggestemd door de PARTY. (LINK)",yes,opposition,right,conservative
139,SP,2022,2022-02-12,"In plaats van de superrijken eerlijk belasting laten betalen, pakt Rutte 4 de gepensioneerden.Dat pikken we niet! Daarom kwamen we vandaag met duizenden in actie. Tegen het ontkoppelen van de AOW en voor een goed pensioen. (LINK)",yes,opposition,left,progressive
140,PVV,2022,2022-12-19,Net geland. Ijskoud hier. (LINK),yes,opposition,right,conservative
141,D66,2022,2022-09-20,@USER Proficiat! Mooie ode 💚 ^Noa,no,coalition,middle,progressive
142,SP,2022,2022-11-28,Kijktip! 📺Vanavond is PARTY-Kamerlid @USER bij @USER over hoe commerciële bedrijven de ouderenzorg overnemen.Kijk vanaf 18.15 uur mee via @USER (LINK),yes,opposition,left,progressive
143,PvdA,2022,2022-01-14,Help ons mee en teken de petitie voor het behoud van de koppeling van de AOW aan het minimumloon. ⤵️(LINK),no,opposition,left,progressive
144,FvD,2022,2022-11-15,"Nog geen tijd gehad om de laatste aflevering van Forum Inside te kijken? Beluister 'm dan nu op Spotify!Snelle Wagens, Ambulanceritten en Sjoerd Sjoerdsma: (LINK) #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
145,SP,2022,2022-01-17,Strijd mee en steun onze actie voor goede zorg! #HASHTAG,yes,opposition,left,progressive
146,FvD,2022,2022-10-06,Het rapport van #HASHTAG verandert niets aan het stikstofbeleid van het kabinet. Onze fantastische #HASHTAG zullen in rap tempo worden uitgekocht. Allesbehalve “hoopgevend”. Lees de reactie van #HASHTAG op het rapport op onze website. (LINK),yes,opposition,right,conservative
147,FvD,2022,2022-11-17,"On-ge-kend! Tot nu toe hebben al meer dan 2.500 #HASHTAG zich aangemeld voor het FVD Congres! 💪🏻Op 26 november bent ook ú van harte welkom op ons partijcongres, de grootste en belangrijkste bijeenkomst van het jaar. Tickets: (LINK) (GRATIS voor FVD-leden) (LINK)",yes,opposition,right,conservative
148,CDA,2023,2023-03-02,"""Polarisatie als uitweg voor een gebrek aan visie en verantwoordelijkheidsbesef brengt ons geen stap verder."" (LINK)",no,coalition,middle,conservative
149,D66,2023,2023-02-26,Onze lijsttrekker voor de Eerste Kamer @USER gaat het debat aan met de andere lijsttrekkers. Kijk je mee? 📺 (LINK),no,coalition,middle,progressive
150,FvD,2022,2022-03-05,Onze beweging breidt uit. #HASHTAG doet mee in 50 gemeenten. Daar gaan we het verschil maken. Op 16 maart kiest Nederland voor verandering!(LINK) (LINK),yes,opposition,right,conservative
151,PVV,2022,2022-02-23,Asielzoekers EISEN een eigen woning. Mag ik ze persoonlijk het land uit schoppen? (LINK),yes,opposition,right,conservative
152,PvdA,2023,2023-03-03,"""Als we gaan bouwen zonder dat starters een huis kunnen kopen of niks aan dure woningen doen, dan zijn mensen nog steeds aan de verkeerde knoppen aan het draaien.Maar dit kabinet gaat verliezen. En dan kunnen wij kiezen voor een sociaal woningbeleid.""@USER #HASHTAG",no,opposition,left,progressive
153,PvdA,2022,2022-09-07,"“Wat kost het als we niks doen? Wat denk je dat het kost als al die mensen naar de gemeente stappen? Als 300.000 kinderen in armoede opgroeien?”@USER met @USER bij #HASHTAG over het belang van een prijsplafond energie om mensen die in de knel komen, te helpen. (LINK)",no,opposition,left,progressive
154,CDA,2023,2023-03-07,"Oplossingen voor heel Nederland: ""Er is al te veel tijd verloren aan hard roepen en polarisatie. Onze inzet is om verschillen te overbruggen, mensen aan tafel te krijgen en samen te werken aan oplossingen."" @USER Stem 15 maart #HASHTAG (LINK)",no,coalition,middle,conservative
155,PvdA,2023,2023-02-06,"""Te veel mensen leven in armoede in Nederland. Werk moet weer lonen. Voor de zorgmedewerkers. Voor de buschauffeurs. Voor iedereen.Ga stemmen, want daar draait het om. Stem rood. Stem groen. Stem voor verandering!""@USER en @USER bij #HASHTAG",no,opposition,left,progressive
156,PvdA,2022,2022-02-16,"Welkom in de Tweede Kamer, @USER 🌹Songül is een sociaaldemocraat in hart en nieren en gaat zich inzetten voor een eerlijker en socialer Nederland. Meer over haar weten? ⤵️(LINK) (LINK)",no,opposition,left,progressive
157,SP,2022,2022-12-19,Het nieuwe boek van @USER ‘De winst van eerlijk delen’ is vandaag gepresenteerd in Den Haag. Bekijk hier het gesprek met Sven Kockelmann en @USER,yes,opposition,left,progressive
158,PVV,2022,2022-02-10,PARTY-motie onderzoek criminelen opsluiten in totale isolatie AANGENOMEN! (LINK),yes,opposition,right,conservative
159,FvD,2022,2022-06-02,Honderdduizenden Nederlanders steunen #HASHTAG @USER 60.000 daarvan zijn lid geworden van onze partij. Dat kan al vanaf 25 euro per jaar. Word ook lid en steun onze strijd tegen de voortdurende politieke beïnvloeding van het OMT. Ga naar (LINK) (LINK),yes,opposition,right,conservative
160,PVV,2022,2022-09-26,"Je staat helemaal niet voor vrijheid, die hoofddoek van je symboliseert juist onderdrukking en vrouwenhaat. De mullahs gebruiken die sharia onderdanigheid van je juist voor hun geweld. Je bent laf. Doe wat de Iraanse vrouwen ook doen en gooi je hoofddoek af, dat is solidariteit!",yes,opposition,right,conservative
161,PVV,2022,2022-04-15,Goedemorgen. (LINK),yes,opposition,right,conservative
162,GroenLinks,2022,2022-03-03,"@USER @USER @USER @USER @USER Ik heb het even gecheckt, en dit klopt niet.",no,opposition,left,progressive
163,PvdA,2023,2023-03-01,"Kijk hier de speech van Tim terug: (LINK) staan nog twee Townhall-bijeenkomsten op de planning:7 maart, Rotterdam (over een duurzame toekomst)12 maart, Utrecht (over de verkiezingen)Meld je hier aan: (LINK)",no,opposition,left,progressive
164,GroenLinks,2022,2022-09-28,"Gisteren begon in de Tweede Kamer het debat over de vernieuwde transgenderwet.Iedereen heeft het recht om zichzelf te zijn, en je eigen keuzes te kunnen maken.De vernieuwde wet zorgt ervoor dat dat recht ook voor trans personen beter gewaarborgd wordt.(LINK)",no,opposition,left,progressive
165,FvD,2023,2023-03-09,"Het kartel blijft de escalatie zoeken in Oekraïne met tanks en F-16's. Tegelijkertijd gaan stemmen op voor een dienstplicht en wil het kartel níét uitsluiten dat Nederlandse soldaten zullen worden ingezet in Oekraïne.Stem voor vrede, stem voor het leven! Stem #HASHTAG op 15 maart. (LINK)",yes,opposition,right,conservative
166,PVV,2022,2022-05-19,De man is net een politieke Bermuda-driehoek. Alles wat hem niet uitkomt verdwijnt ineens en is niet meer te achterhalen. #HASHTAG,yes,opposition,right,conservative
167,PvdA,2022,2022-02-04,"Mensen die veel hebben, krijgen steeds meer. Terwijl de rest steeds verder achterop raakt.Dat moet eerlijker en socialer. Daarom dient @USER een initiatiefwet in voor een progressieve vermogensbelasting. ⤵️(LINK)",no,opposition,left,progressive
168,D66,2022,2022-11-19,@USER Veel plezier vandaag John! ^Kim #HASHTAG,no,coalition,middle,progressive
169,D66,2022,2022-09-21,"Stopt u met als pyromaan de brandweer de schuld te geven, meneer Wilders? Jarenlang was u er voorstander van om zoveel mogelijk gas uit Rusland te halen. Nu Poetin de kraan dichtdraait, zorgt klimaatminister @USER dat we niet in de kou zitten deze winter. (LINK)",no,coalition,middle,progressive
170,PVV,2022,2022-01-12,Hallo @USER wakker worden de zoveelste doodsbedreiging uit Pakistan doen jullie nog wat of moet ik eerst lid worden van PARTY of de PARTY? (LINK),yes,opposition,right,conservative
171,FvD,2022,2022-06-30,"In het migratiedebat gaat het voortdurend over de belangen van immigranten. Niet over de overlast, niet over de kosten en niet over de complete ravage die 12 jaar immigratie onder Rutte hebben aangericht. En het gaat maar door. Dat moet stoppen. Genoeg is genoeg. Vol is vol. #HASHTAG (LINK)",yes,opposition,right,conservative
172,PVV,2022,2022-08-22,"Nederlanders die hun energierekening en boodschappen niet meer kunnen betalen kunnen de rambam krijgen van PARTY, maar Oekraïners krijgen op een maandagmiddag even tientallen miljoenen euro’s aan extra steun van ze. Dit is zo ziek. (LINK)",yes,opposition,right,conservative
173,ChristenUnie,2022,2022-04-11,.@USER in debat over de tijdelijke wet corona: “Het ctb kan uit de wet. Juist nu moeten we niet-werkende maatregelen durven schrappen en mogelijke risico’s niet blijven beheersen. Laten we de verantwoordelijkheid terugleggen bij de samenleving. (LINK) 1/3,no,opposition,left,middle
174,FvD,2022,2022-06-07,Enkele maanden geleden deed @USER opnieuw een oproep om de gaswinning te hervatten. De Groningers moeten hierbij ruimhartig worden gecompenseerd. En dat kan: er zit 1000 miljard aan gas onder de grond. De Kamer wilde er niet naar luisteren. (LINK) #HASHTAG,yes,opposition,right,conservative
175,SP,2022,2022-01-24,Kijktip! 📺PARTY-Kamerlid @USER zit vanavond aan tafel bij M om te praten over de spanningen rond Oekraïne. Kijk om 19.05 uur mee naar @USER op @USER (LINK),yes,opposition,left,progressive
176,GroenLinks,2022,2022-10-07,"“We zien dat 2,5 miljoen mensen niet kunnen rondkomen en de rijen bij de voedselbanken langer worden, terwijl de topinkomens hun bankrekening gespekt zien worden.”- @USER #HASHTAG",no,opposition,left,progressive
177,CDA,2023,2023-03-15,"Bedankt voor je stem! Samen bouwen we aan een land van minder ik, meer wij. 🤝👉 Doe mee. Word lid! 💚 (LINK) (LINK)",no,coalition,middle,conservative
178,FvD,2022,2022-10-25,De sancties tegen Rusland werken totaal averechts. Ze vernietigen onze EIGEN economie. Maar de EU doet er nog een schepje bovenop: ook olie wordt straks geboycot. Dieselschaarste dreigt. De NPO presenteert de oplossing: een #HASHTAG voor dieselrijders! And so it begins… #HASHTAG (LINK),yes,opposition,right,conservative
